ImageIndex,LesionRatio,NumLesions,MeanArea,MeanCentroidDist
00011136_002.png,0.0003414154052734375,62,5.774193548387097,500.51833842985883
00013659_019.png,0.0002536773681640625,61,4.360655737704918,407.09317257792213
00003894_005.png,0.0003795623779296875,35,11.371428571428572,500.2705053996995
00026196_001.png,0.0020046234130859375,117,17.965811965811966,508.50126167297924
00010120_010.png,0.0009021759033203125,15,63.06666666666667,550.6231500145552
00016732_027.png,0.0009756088256835938,67,15.26865671641791,474.04278346083225
00018032_000.png,0.00031280517578125,41,8.0,542.4775656304895
00016291_020.png,0.0013561248779296875,49,29.020408163265305,510.21562402741205
00013461_011.png,0.0009326934814453125,22,44.45454545454545,518.8146727815679
00018319_001.png,8.392333984375e-05,10,8.8,557.411165002359
00017952_008.png,0.0009717941284179688,50,20.38,545.6146203954781
00014956_010.png,0.000152587890625,58,2.7586206896551726,463.6108938047969
00011402_007.png,2.193450927734375e-05,5,4.6,578.6683348355589
00007629_001.png,0.00115966796875,117,10.393162393162394,450.8166233163645
00013721_005.png,6.4849853515625e-05,19,3.5789473684210527,533.9902743404019
00019863_010.png,0.0006008148193359375,80,7.875,484.83092978775403
00013992_005.png,0.0007028579711914062,19,38.78947368421053,590.8744073388177
00022215_012.png,0.0012273788452148438,62,20.758064516129032,466.09237772999643
00027837_001.png,0.0004634857177734375,38,12.789473684210526,480.88690641523425
00010652_000.png,0.0036678314208984375,125,30.768,490.6095313367204
00020845_002.png,0.00128936767578125,27,50.074074074074076,476.21701090629165
00008727_009.png,0.0005168914794921875,62,8.741935483870968,488.09955275691607
00021818_026.png,0.001415252685546875,141,10.52482269503546,445.6462356639847
00005567_000.png,0.0002498626708984375,38,6.894736842105263,504.78957105153256
